K17	0	0.001626016	0.996097907	0.008035062	0.943000456	0.01799308	0.983486239	0	0.879746835	0.011750881	0	0.617497517	0.444541423	0.468382532	0.221790622	0.999352538	0.986801817	0.302782449	1	0.835408922	0.87252771	0.998348957	0.958190892	0.944162606	0.974697019	0.969832676	0.707120099	0.065035235	0.310677419	0.183560497	0.032804832	0.973708534	0.005336277	0.004739575	0.004507232	0.181144885	0.209137228	0	0.077883558	0.103711157	0.261920326	0.186773042	0.075096432	0	0.112779205	0.144900684	0.228487761	0.045610423	0.162290801	0.290043074	0	0	0.056818182	0.06122449
J19	0.035211268	0	0.997694218	0	0.944368445	0.007612457	0.99266055	0.005665722	0.864556962	0	0.003932363	0.609937594	0.463686358	0.481487847	0.187691373	0.998980297	0.985576368	0.235514447	0.999932346	0.819749071	0.861443833	0.997953252	0.954735745	0.939289767	0.972649853	0.827520664	0.595008408	0.05069593	0.262567684	0.1529623	0.023744809	0.825819041	0	0	0	0.953390286	0.945345563	0.072009198	0.809105428	0.819794319	0.891951717	0.734159143	0.300777483	0.572506078	0.454155963	0.822619119	0.633428443	0.110506508	0	0.057864203	0.648395517	0.046391753	0.090909091	0
J1	0.052816901	0.003252033	0.996984746	0.002191381	0.944140447	0.012456747	0.996330275	0.004249292	0.865822785	0.003525264	0.003932363	0.795022309	0.507078233	0.469585643	0.219804135	0.999330758	0.986733925	0.297508026	0.999968428	0.834874535	0.871402365	0.998389892	0.958282298	0.943862225	0.974656076	0.989790629	0.724444641	0.065631245	0.316861299	0.187134302	0.033522084	0.989524494	0.004370227	0.004840417	0.00349815	0.867585065	0.874178349	0.06325524	0.72931848	0.757156817	0.860587036	0	0.097878496	0.508894644	1	0.438242619	0.658256996	0.244874426	0.165680304	0.042028733	0.649777368	0.097938144	0.056818182	0.06122449
K18	0.207746479	0.002439024	0.996984746	0.004382761	0.943912449	0.013148789	1	0.004249292	0.870886076	0.007050529	0.001572945	0.616296823	0.445989001	0.470416362	0.21900701	0.999320858	0.986815395	0.299113285	0.999950387	0.83561803	0.871541106	0.998389892	0.958501673	0.944095855	0.974778906	1	0.733339234	0.066087017	0.320273727	0.189526399	0.034012835	1	0.00462324	0.004991681	0.003699966	0.352754798	0.37700246	0.016239169	0.184337778	0.2144275	0.409682535	0.412765064	0	0.127223774	0.205198763	0.308111798	0.376157581	0.062887301	0.123044311	0.200657321	0.162444342	0.082474227	0.056818182	0.06122449
G2	0.218309859	0.054471545	1	0.029218408	0.949840401	0	0.820183486	0.004249292	0.970886076	0.165687427	0.303971687	0.283600895	0.528288097	0.528695627	0.112027735	0.867545525	0.886905691	0.374331142	0.764165708	0.196886617	0.887558002	0.86962217	0.950494506	0.945264001	0.941491975	0	0.006482875	0	0	0.001026824	0	0	0.048946545	0.013361569	0.11765893	0.592161428	0.485938739	0.365665546	0.351919525	0.367797206	0.43034206	0.592945623	0.354508197	0.693501538	0.539687378	0.163631181	0.453146118	0.155792718	0.298229568	0.12623559	0.453400891	0.62371134	0.056818182	0.06122449
A10	0.352112676	0.762601626	0.673111032	0.804967129	0	1	0.07706422	0.501416431	0.986075949	0.186839013	0.314589068	0	0.746141565	0.086165657	0.424703292	0.992992759	0.988193601	0.871885033	0.966371242	0.853438662	0.983088995	0.991922169	0.942560465	0.949335825	0.991975106	0.049606889	0.053256925	0.091154507	0.018240311	0.008145752	0.059116648	0.069425901	0.139985279	0.085816568	0.198385469	0.727754864	0.589573378	0.929173411	0.382201161	0.355385378	0.379249862	0.476674365	0.910740116	0.852500418	0.53291244	0.214519323	0.288456725	0.154900296	0.283839427	0.077733237	0.408874559	0.68556701	0.386363636	0.979591837
D23	0.433098592	0.736585366	0.667080525	0.73119065	0.804149567	0.757785467	0.126605505	0.550991501	0.967088608	0.192714454	0.314589068	0.977927988	0.646223168	0.508214096	0.297492219	0.995453906	0.977599071	0.82296285	0.993464583	0.894563197	0.985617167	0.99537435	0.846383064	0.861457847	0.996601703	0.83569968	0.574586247	0.057777934	0.214085573	0.028424084	0.342393356	0.879018178	0.087266538	0.048555438	0.257450387	0.340042913	0.27248415	0.278918955	0.097189267	0.105788728	0.194705673	0.313247953	0.507292671	0.226822385	0.317760265	0.046034866	0.206988036	0.082510545	0.187100523	0.729651669	0.360356211	0.850515464	0.534090909	0.857142857
G4	0.464788732	0.52195122	0.68410784	0.452885318	0.588235294	0.514878893	0.205504587	0.303116147	0.979746835	0.186839013	0.299646087	0.008864381	0.488586127	0.329709678	0.348533543	0.969155468	0.968325039	0.544947256	0.930027287	0.586105948	0.937936457	0.965437254	0.960256668	0.958747747	0.965116279	0.016401233	0	0.012305858	0.010707331	0	0.007134768	0.019924001	0.062425246	0.026067665	0.127009754	0.596398723	0.519541547	0.724109815	0.317760899	0.30643474	0.358926896	0.557799706	0.772088959	0.707387133	0.535925458	0.174387902	0.443760324	0.155328124	0.292006514	0.174364465	0.670198065	0.417525773	0	0.163265306
G9	0.5	0.520325203	0.476232707	0.544192841	0.875057	0.271280277	0.357798165	0.290368272	0.967088608	0.180963572	0.30043256	0.118409155	0.367067589	0.355390367	0.432763115	0.905638859	0.946019159	0.357208378	0.853812327	0.549907063	0.906889269	0.900118711	0.952724813	0.948701689	0.949967245	0.002649541	0.020311532	0.01405883	0.000885156	0.001950391	0.00381276	0.006264763	0.057802006	0.021630616	0.126269761	0.596398723	0.522392627	0.410499193	0.336741016	0.355357849	0.409883175	0.747554063	0.352278206	0.707387133	0.537945748	0.166346615	0.452845773	0.15562894	0.295736759	0.128924632	0.670198065	0.458762887	0	0.163265306
N31	0.521126761	0.650406504	0.6683221	0.739956172	0.800729594	0.806228374	0.110091743	0.623229462	0	1	1	1	0.760872805	0.57315344	0.375863552	0.182263503	0.08960711	0	0.265444377	0.200813197	0.575143751	0.224118875	0	0	0	0.025285834	0.013983538	0.089506714	0.048201303	0.009436452	0.079388448	0.068398891	0.180835403	0.15887662	0.250050454	0	0	0.347748841	0	0	0	0.189712366	0.736469383	0.060490928	0	0	0	0	0.207552313	0.487637876	0.252878858	0.556701031	0.534090909	0.857142857
H14	0.623239437	0.748780488	0.667080525	0.739225712	0.803237574	0.766089965	0.104587156	0.555240793	0.975949367	0.212690952	0.320094377	0.898548791	0.613957779	0.472865552	0.229761875	0	0	0.440070326	0	0	0.443339654	0	0.215078335	0.241806288	0.525958074	0.390389655	0.273564032	0.077761806	0.123500577	0.01957275	0.201661004	0.428057923	0.151554881	0.092472142	0.253548604	0.594809738	0.514385273	0.642895261	0.310376586	0.302621179	0.360195463	0.496745748	0.711638139	0.682408118	0.639804938	0.172407585	0.490489062	0.175402592	0.280410471	0.124517591	0.487179487	0.5	0.534090909	0.06122449
B29	0.728873239	0.755284553	0.668676836	0.745799854	0.805745554	0.762629758	0.086238532	0.563739377	0.987341772	0.226792009	0.314589068	0.308326292	0.775192478	0.250132485	0.209618645	0.928745528	0.924714684	0.991056413	0.924569831	0.876812268	0.959765065	0.929400849	0.929818468	0.937587611	0.961758926	0.031333698	0.029361005	0.103986257	0.054891858	0.013664211	0.104265761	0.063982746	0.218120342	0.136187163	0.286041036	0.635064039	0.544252183	0.615867162	0.407647472	0.405961519	0.430898676	0.546924207	0.601163211	0.854609175	0.481168633	0.292006721	0.446913951	0.109380118	0.136085824	0.113014466	0.654383541	0.670103093	0.534090909	0.857142857
L25	0.338028169	0.902439024	0.634799574	0.777209642	0.83629731	0.573010381	0.168807339	0.920679887	0.860759494	0.141010576	0.01179709	0.302871289	0.000588966	0.467995818	0.999240833	0.985082636	0.999405946	0.955434949	0.983032271	0.995260223	0.989486504	0.981320016	0.997221257	0.996829317	0.999222077	0.028266567	0.223183468	0.121761386	0.105040504	0.113019435	0.134390336	0.047242477	0.155603091	0.137094741	0.118398924	1	1	0.076998539	1	1	1	1	0.412819431	0.645063174	0.514625332	1	0.774390549	1	1	0.431765555	1	0.087628866	0.534090909	0.857142857
